Hours_Elapsed,Gas_MassFlow_kgs,Gas_Temp_In_C,Gas_Temp_Out_C,Gas_Press_In_bar,Gas_Press_Out_bar,Gas_PressureDrop_bar,Water_MassFlow_kgs,Water_Temp_In_C,Water_Temp_Out_C,Water_PressureDrop_bar,Calculated_LMTD_C,Calculated_U_Wm2K,Target_Fouling_Rf
6233,33.6617,140.00,23.10,35.0000,24.3141,10.6859,600.0000,23.21,119.76,3.0300,0.00,281.14,1.334724e-03
6234,33.2635,140.00,23.16,35.0000,24.3141,10.6859,600.0000,23.14,119.76,3.0300,2.86,281.13,1.334874e-03
6235,33.4783,140.00,23.14,35.0000,24.3141,10.6859,600.0000,23.21,119.76,3.0300,0.00,281.12,1.335025e-03
6236,33.6067,140.00,23.31,35.0000,24.3141,10.6859,600.0000,23.41,119.76,3.0300,0.00,281.10,1.335175e-03
6237,33.8661,140.00,23.72,35.0000,24.3141,10.6859,600.0000,23.73,119.76,3.0300,0.00,281.09,1.335325e-03
6238,33.1494,140.00,24.02,35.0000,24.3141,10.6859,600.0000,24.14,119.76,3.0300,0.00,281.08,1.335476e-03
6239,33.8045,140.00,24.71,35.0000,24.3141,10.6859,600.0000,24.62,119.76,3.0300,3.72,281.07,1.335626e-03
6240,33.8070,140.00,25.20,35.0000,24.3141,10.6859,600.0000,25.14,119.76,3.0300,3.48,281.06,1.335776e-03
6241,33.1223,140.00,25.69,35.0000,24.3141,10.6859,600.0000,25.66,119.76,3.0300,3.20,281.05,1.335926e-03
6242,33.8712,140.00,26.15,35.0000,24.3141,10.6859,600.0000,26.14,119.76,3.0300,2.86,281.03,1.336077e-03
6243,33.5729,140.00,26.57,35.0000,24.3141,10.6859,600.0000,26.55,119.76,3.0300,2.85,281.02,1.336227e-03
6244,33.3543,140.00,26.93,35.0000,24.3141,10.6859,600.0000,26.87,119.76,3.0300,3.46,281.01,1.336377e-03
6245,33.2914,140.00,27.21,35.0000,24.3141,10.6859,600.0000,27.07,119.76,3.0300,4.07,281.00,1.336527e-03
6246,33.8388,140.00,27.14,35.0000,24.3141,10.6859,600.0000,27.13,119.76,3.0300,2.67,280.99,1.336678e-03
6247,33.3055,140.00,26.95,35.0000,24.3141,10.6859,600.0000,27.07,119.76,3.0300,0.00,280.97,1.336828e-03
6248,33.9179,140.00,26.81,35.0000,24.3141,10.6859,600.0000,26.86,119.76,3.0300,0.00,280.96,1.336978e-03
6249,33.4422,140.00,26.64,35.0000,24.3141,10.6859,600.0000,26.55,119.76,3.0300,3.74,280.95,1.337129e-03
6250,33.3000,140.00,26.07,35.0000,24.3141,10.6859,600.0000,26.13,119.76,3.0300,0.00,280.94,1.337279e-03
6251,33.3177,140.00,25.68,35.0000,24.3141,10.6859,600.0000,25.65,119.76,3.0300,3.16,280.93,1.337429e-03
6252,33.5820,140.00,25.29,35.0000,24.3141,10.6859,600.0000,25.13,119.76,3.0300,4.13,280.91,1.337579e-03
6253,33.6838,140.00,24.70,35.0000,24.3141,10.6859,600.0000,24.61,119.76,3.0300,3.68,280.90,1.337730e-03
6254,33.7513,140.00,24.07,35.0000,24.3141,10.6859,600.0000,24.13,119.76,3.0300,0.00,280.89,1.337880e-03
6255,33.1132,140.00,23.85,35.0000,24.3141,10.6859,600.0000,23.71,119.76,3.0300,4.05,280.88,1.338030e-03
6256,33.5149,140.00,23.44,35.0000,24.3141,10.6859,600.0000,23.39,119.76,3.0300,3.32,280.87,1.338180e-03
6257,33.3211,140.00,23.11,35.0000,24.3141,10.6859,600.0000,23.19,119.76,3.0300,0.00,280.86,1.338331e-03
6258,33.6749,140.00,23.07,35.0000,24.3141,10.6859,600.0000,23.12,119.76,3.0300,0.00,280.84,1.338481e-03
6259,33.6756,140.00,23.13,35.0000,24.3141,10.6859,600.0000,23.19,119.76,3.0300,0.00,280.83,1.338631e-03
6260,33.3967,140.00,23.28,35.0000,24.3141,10.6859,600.0000,23.39,119.76,3.0300,0.00,280.82,1.338781e-03
6261,33.6960,140.00,23.69,35.0000,24.3141,10.6859,600.0000,23.71,119.76,3.0300,0.00,280.81,1.338932e-03
6262,32.9936,140.00,24.22,35.0000,24.3141,10.6859,600.0000,24.12,119.76,3.0300,3.76,280.80,1.339082e-03
6263,33.3561,140.00,24.55,35.0000,24.3141,10.6859,600.0000,24.60,119.76,3.0300,0.00,280.78,1.339232e-03
6264,33.6277,140.00,24.98,35.0000,24.3141,10.6859,600.0000,25.12,119.76,3.0300,0.00,280.77,1.339382e-03
6265,33.2966,140.00,25.60,35.0000,24.3141,10.6859,600.0000,25.64,119.76,3.0300,0.00,280.76,1.339533e-03
6266,33.1782,140.00,25.96,35.0000,24.3141,10.6859,600.0000,26.12,119.76,3.0300,0.00,280.75,1.339683e-03
6267,33.4654,140.00,26.44,35.0000,24.3141,10.6859,600.0000,26.53,119.76,3.0300,0.00,280.74,1.339833e-03
6268,33.0322,140.00,26.87,35.0000,24.3141,10.6859,600.0000,26.85,119.76,3.0300,3.01,280.72,1.339983e-03
6269,33.0703,140.00,27.18,35.0000,24.3141,10.6859,600.0000,27.05,119.76,3.0300,4.01,280.71,1.340134e-03
6270,33.0193,140.00,27.08,35.0000,24.3141,10.6859,600.0000,27.12,119.76,3.0300,0.00,280.70,1.340284e-03
6271,33.1017,140.00,26.91,35.0000,24.3141,10.6859,600.0000,27.05,119.76,3.0300,0.00,280.69,1.340434e-03
6272,33.2236,140.00,26.78,35.0000,24.3141,10.6859,600.0000,26.85,119.76,3.0300,0.00,280.68,1.340585e-03
6273,33.1807,140.00,26.69,35.0000,24.3141,10.6859,600.0000,26.53,119.76,3.0300,4.17,280.67,1.340735e-03
6274,33.7918,140.00,26.24,35.0000,24.3141,10.6859,600.0000,26.11,119.76,3.0300,3.98,280.65,1.340885e-03
6275,33.6146,140.00,25.63,35.0000,24.3141,10.6859,600.0000,25.63,119.76,3.0300,0.00,280.64,1.341035e-03
6276,32.8941,140.00,25.24,35.0000,24.3141,10.6859,600.0000,25.11,119.76,3.0300,3.96,280.63,1.341186e-03
6277,33.2876,140.00,24.60,35.0000,24.3141,10.6859,600.0000,24.59,119.76,3.0300,2.53,280.62,1.341336e-03
6278,32.8342,140.00,24.10,35.0000,24.3141,10.6859,600.0000,24.11,119.76,3.0300,0.00,280.61,1.341486e-03
6279,33.2607,140.00,23.67,35.0000,24.3141,10.6859,600.0000,23.69,119.76,3.0300,0.00,280.59,1.341636e-03
6280,32.8493,140.00,23.46,35.0000,24.3141,10.6859,600.0000,23.38,119.76,3.0300,3.71,280.58,1.341787e-03
6281,33.2811,140.00,23.25,35.0000,24.3141,10.6859,600.0000,23.18,119.76,3.0300,3.62,280.57,1.341937e-03
6282,32.9685,140.00,23.18,35.0000,24.3141,10.6859,600.0000,23.11,119.76,3.0300,3.58,280.56,1.342087e-03
6283,32.9630,140.00,23.22,35.0000,24.3141,10.6859,600.0000,23.17,119.76,3.0300,3.35,280.55,1.342237e-03
6284,32.9801,140.00,23.47,35.0000,24.3141,10.6859,600.0000,23.37,119.76,3.0300,3.77,280.54,1.342388e-03
6285,32.8688,140.00,23.83,35.0000,24.3141,10.6859,600.0000,23.69,119.76,3.0300,4.02,280.52,1.342538e-03
6286,33.0472,140.00,23.99,35.0000,24.3141,10.6859,600.0000,24.10,119.76,3.0300,0.00,280.51,1.342688e-03
6287,33.2868,140.00,24.59,35.0000,24.3141,10.6859,600.0000,24.59,119.76,3.0300,2.41,280.50,1.342838e-03
6288,32.9743,140.00,25.06,35.0000,24.3141,10.6859,600.0000,25.10,119.76,3.0300,0.00,280.49,1.342989e-03
6289,32.9193,140.00,25.79,35.0000,24.3141,10.6859,600.0000,25.62,119.76,3.0300,4.22,280.48,1.343139e-03
6290,32.7944,140.00,25.81,35.0000,24.3141,10.6859,600.0000,26.10,119.76,3.0300,0.00,280.46,1.343289e-03
6291,32.9800,140.00,26.39,35.0000,24.3141,10.6859,600.0000,26.51,119.76,3.0300,0.00,280.45,1.343439e-03
6292,33.1951,140.00,27.02,35.0000,24.3141,10.6859,600.0000,26.83,119.76,3.0300,4.28,280.44,1.343590e-03
6293,32.7990,140.00,27.18,35.0000,24.3141,10.6859,600.0000,27.03,119.76,3.0300,4.12,280.43,1.343740e-03
6294,32.9013,140.00,27.09,35.0000,24.3141,10.6859,600.0000,27.10,119.76,3.0300,0.00,280.42,1.343890e-03
6295,33.7106,140.00,27.02,35.0000,24.3141,10.6859,600.0000,27.03,119.76,3.0300,0.00,280.41,1.344040e-03
6296,33.0282,140.00,26.84,35.0000,24.3141,10.6859,600.0000,26.83,119.76,3.0300,2.75,280.39,1.344191e-03
6297,33.1049,140.00,26.42,35.0000,24.3141,10.6859,600.0000,26.51,119.76,3.0300,0.00,280.38,1.344341e-03
6298,33.1054,140.00,26.04,35.0000,24.3141,10.6859,600.0000,26.09,119.76,3.0300,0.00,280.37,1.344491e-03
6299,33.4689,140.00,25.60,35.0000,24.3141,10.6859,600.0000,25.61,119.76,3.0300,0.00,280.36,1.344641e-03
6300,33.2974,140.00,25.10,35.0000,24.3141,10.6859,600.0000,25.09,119.76,3.0300,2.45,280.35,1.344792e-03
6301,33.4367,140.00,24.53,35.0000,24.3141,10.6859,600.0000,24.58,119.76,3.0300,0.00,280.33,1.344942e-03
6302,33.0468,140.00,23.98,35.0000,24.3141,10.6859,600.0000,24.09,119.76,3.0300,0.00,280.32,1.345092e-03
6303,32.7948,140.00,23.55,35.0000,24.3141,10.6859,600.0000,23.68,119.76,3.0300,0.00,280.31,1.345242e-03
6304,33.2271,140.00,23.56,35.0000,24.3141,10.6859,600.0000,23.36,119.76,3.0300,4.36,280.30,1.345393e-03
6305,33.3368,140.00,23.13,35.0000,24.3141,10.6859,600.0000,23.16,119.76,3.0300,0.00,280.29,1.345543e-03
6306,33.4964,140.00,23.09,35.0000,24.3141,10.6859,600.0000,23.09,119.76,3.0300,1.83,280.28,1.345693e-03
6307,32.9670,140.00,23.22,35.0000,24.3141,10.6859,600.0000,23.16,119.76,3.0300,3.51,280.26,1.345843e-03
6308,33.6294,140.00,23.34,35.0000,24.3141,10.6859,600.0000,23.36,119.76,3.0300,0.00,280.25,1.345994e-03
6309,33.3345,140.00,23.61,35.0000,24.3141,10.6859,600.0000,23.67,119.76,3.0300,0.00,280.24,1.346144e-03
6310,32.9053,140.00,24.32,35.0000,24.3141,10.6859,600.0000,24.09,119.76,3.0300,4.50,280.23,1.346294e-03
6311,33.1200,140.00,24.32,35.0000,24.3141,10.6859,600.0000,24.57,119.76,3.0300,0.00,280.22,1.346444e-03
6312,33.5862,140.00,25.03,35.0000,24.3141,10.6859,600.0000,25.09,119.76,3.0300,0.00,280.20,1.346595e-03
6313,33.5641,140.00,25.66,35.0000,24.3141,10.6859,600.0000,25.60,119.76,3.0300,3.47,280.19,1.346745e-03
6314,33.5248,140.00,26.22,35.0000,24.3141,10.6859,600.0000,26.08,119.76,3.0300,4.04,280.18,1.346895e-03
6315,33.2852,140.00,26.36,35.0000,24.3141,10.6859,600.0000,26.50,119.76,3.0300,0.00,280.17,1.347045e-03
6316,33.0874,140.00,27.03,35.0000,24.3141,10.6859,600.0000,26.81,119.76,3.0300,4.39,280.16,1.347196e-03
6317,33.3635,140.00,27.09,35.0000,24.3141,10.6859,600.0000,27.01,119.76,3.0300,3.63,280.15,1.347346e-03
6318,33.1194,140.00,27.00,35.0000,24.3141,10.6859,600.0000,27.08,119.76,3.0300,0.00,280.13,1.347496e-03
6319,33.5319,140.00,27.10,35.0000,24.3141,10.6859,600.0000,27.01,119.76,3.0300,3.70,280.12,1.347646e-03
6320,33.3369,140.00,26.82,35.0000,24.3141,10.6859,600.0000,26.81,119.76,3.0300,2.52,280.11,1.347797e-03
6321,33.7041,140.00,26.51,35.0000,24.3141,10.6859,600.0000,26.49,119.76,3.0300,2.71,280.10,1.347947e-03
6322,32.9978,140.00,26.05,35.0000,24.3141,10.6859,600.0000,26.08,119.76,3.0300,0.00,280.09,1.348097e-03
6323,33.6519,140.00,25.50,35.0000,24.3141,10.6859,600.0000,25.60,119.76,3.0300,0.00,280.08,1.348247e-03
6324,33.6198,140.00,25.13,35.0000,24.3141,10.6859,600.0000,25.08,119.76,3.0300,3.41,280.06,1.348398e-03
6325,33.5989,140.00,24.58,35.0000,24.3141,10.6859,600.0000,24.56,119.76,3.0300,2.93,280.05,1.348548e-03
6326,33.5924,140.00,24.11,35.0000,24.3141,10.6859,600.0000,24.08,119.76,3.0300,3.12,280.04,1.348698e-03
6327,33.6439,140.00,23.67,35.0000,24.3141,10.6859,600.0000,23.66,119.76,3.0300,2.74,280.03,1.348848e-03
6328,32.9533,140.00,23.35,35.0000,24.3141,10.6859,600.0000,23.34,119.76,3.0300,2.40,280.02,1.348999e-03
6329,32.8730,140.00,23.33,35.0000,24.3141,10.6859,600.0000,23.14,119.76,3.0300,4.28,280.00,1.349149e-03
6330,32.9016,140.00,22.91,35.0000,24.3141,10.6859,600.0000,23.07,119.76,3.0300,0.00,279.99,1.349299e-03
6331,32.9722,140.00,23.23,35.0000,24.3141,10.6859,600.0000,23.14,119.76,3.0300,3.67,279.98,1.349449e-03
6332,33.7517,140.00,23.34,35.0000,24.3141,10.6859,600.0000,23.34,119.76,3.0300,0.00,279.97,1.349599e-03
6333,33.5492,140.00,23.57,35.0000,24.3141,10.6859,600.0000,23.66,119.76,3.0300,0.00,279.96,1.349750e-03
6334,33.3505,140.00,24.03,35.0000,24.3141,10.6859,600.0000,24.07,119.76,3.0300,0.00,279.95,1.349900e-03
6335,33.0865,140.00,24.55,35.0000,24.3141,10.6859,600.0000,24.55,119.76,3.0300,0.00,279.93,1.350050e-03
6336,33.6817,140.00,25.12,35.0000,24.3141,10.6859,600.0000,25.07,119.76,3.0300,3.31,279.92,1.350200e-03
6337,33.4577,140.00,25.54,35.0000,24.3141,10.6859,600.0000,25.59,119.76,3.0300,0.00,279.91,1.350351e-03
6338,33.0644,140.00,25.88,35.0000,24.3141,10.6859,600.0000,26.07,119.76,3.0300,0.00,279.90,1.350501e-03
6339,33.1922,140.00,26.35,35.0000,24.3141,10.6859,600.0000,26.48,119.76,3.0300,0.00,279.89,1.350651e-03
6340,32.8579,140.00,26.68,35.0000,24.3141,10.6859,600.0000,26.80,119.76,3.0300,0.00,279.88,1.350801e-03
6341,33.6990,140.00,26.95,35.0000,24.3141,10.6859,600.0000,27.00,119.76,3.0300,0.00,279.86,1.350952e-03
6342,33.8257,140.00,27.04,35.0000,24.3141,10.6859,600.0000,27.07,119.76,3.0300,0.00,279.85,1.351102e-03
6343,33.0536,140.00,27.08,35.0000,24.3141,10.6859,600.0000,27.00,119.76,3.0300,3.67,279.84,1.351252e-03
6344,33.0384,140.00,26.85,35.0000,24.3141,10.6859,600.0000,26.80,119.76,3.0300,3.36,279.83,1.351402e-03
6345,32.9224,140.00,26.60,35.0000,24.3141,10.6859,600.0000,26.48,119.76,3.0300,3.91,279.82,1.351553e-03
6346,33.5158,140.00,26.18,35.0000,24.3141,10.6859,600.0000,26.06,119.76,3.0300,3.87,279.80,1.351703e-03
6347,33.2070,140.00,25.56,35.0000,24.3141,10.6859,600.0000,25.58,119.76,3.0300,0.00,279.79,1.351853e-03
6348,33.4397,140.00,25.26,35.0000,24.3141,10.6859,600.0000,25.06,119.76,3.0300,4.34,279.78,1.352003e-03
6349,33.3996,140.00,24.37,35.0000,24.3141,10.6859,600.0000,24.55,119.76,3.0300,0.00,279.77,1.352154e-03
6350,33.1857,140.00,24.08,35.0000,24.3141,10.6859,600.0000,24.06,119.76,3.0300,2.77,279.76,1.352304e-03
6351,32.9895,140.00,23.36,35.0000,24.3141,10.6859,600.0000,23.65,119.76,3.0300,0.00,279.75,1.352454e-03
6352,33.5985,140.00,23.21,35.0000,24.3141,10.6859,600.0000,23.33,119.76,3.0300,0.00,279.73,1.352604e-03
6353,33.2254,140.00,23.01,35.0000,24.3141,10.6859,600.0000,23.13,119.76,3.0300,0.00,279.72,1.352754e-03
6354,33.2888,140.00,23.17,35.0000,24.3141,10.6859,600.0000,23.06,119.76,3.0300,3.87,279.71,1.352905e-03
6355,33.4895,140.00,23.10,35.0000,24.3141,10.6859,600.0000,23.13,119.76,3.0300,0.00,279.70,1.353055e-03
6356,33.2391,140.00,23.25,35.0000,24.3141,10.6859,600.0000,23.33,119.76,3.0300,0.00,279.69,1.353205e-03
6357,33.8393,140.00,23.55,35.0000,24.3141,10.6859,600.0000,23.64,119.76,3.0300,0.00,279.68,1.353355e-03
6358,33.3371,140.00,24.27,35.0000,24.3141,10.6859,600.0000,24.06,119.76,3.0300,4.40,279.66,1.353506e-03
6359,33.8325,140.00,24.54,35.0000,24.3141,10.6859,600.0000,24.54,119.76,3.0300,2.45,279.65,1.353656e-03
6360,33.0414,140.00,25.25,35.0000,24.3141,10.6859,600.0000,25.06,119.76,3.0300,4.32,279.64,1.353806e-03
6361,33.6762,140.00,25.56,35.0000,24.3141,10.6859,600.0000,25.57,119.76,3.0300,0.00,279.63,1.353956e-03
6362,33.4976,140.00,26.11,35.0000,24.3141,10.6859,600.0000,26.06,119.76,3.0300,3.37,279.62,1.354107e-03
6363,33.3744,140.00,26.34,35.0000,24.3141,10.6859,600.0000,26.47,119.76,3.0300,0.00,279.60,1.354257e-03
6364,33.7441,140.00,26.71,35.0000,24.3141,10.6859,600.0000,26.79,119.76,3.0300,0.00,279.59,1.354407e-03
6365,33.0655,140.00,26.73,35.0000,24.3141,10.6859,600.0000,26.99,119.76,3.0300,0.00,279.58,1.354557e-03
6366,33.7842,140.00,27.08,35.0000,24.3141,10.6859,600.0000,27.05,119.76,3.0300,3.07,279.57,1.354708e-03
6367,33.3733,140.00,27.10,35.0000,24.3141,10.6859,600.0000,26.98,119.76,3.0300,3.88,279.56,1.354858e-03
6368,33.2100,140.00,26.68,35.0000,24.3141,10.6859,600.0000,26.78,119.76,3.0300,0.00,279.55,1.355008e-03
6369,33.3896,140.00,26.68,35.0000,24.3141,10.6859,600.0000,26.47,119.76,3.0300,4.38,279.53,1.355158e-03
6370,33.6079,140.00,25.99,35.0000,24.3141,10.6859,600.0000,26.05,119.76,3.0300,0.00,279.52,1.355308e-03
6371,33.3229,140.00,25.63,35.0000,24.3141,10.6859,600.0000,25.57,119.76,3.0300,3.44,279.51,1.355459e-03
6372,33.6442,140.00,24.97,35.0000,24.3141,10.6859,600.0000,25.05,119.76,3.0300,0.00,279.50,1.355609e-03
6373,33.1427,140.00,24.72,35.0000,24.3141,10.6859,600.0000,24.53,119.76,3.0300,4.29,279.49,1.355759e-03
6374,33.9546,140.00,23.99,35.0000,24.3141,10.6859,600.0000,24.05,119.76,3.0300,0.00,279.48,1.355909e-03
6375,33.4067,140.00,23.55,35.0000,24.3141,10.6859,600.0000,23.63,119.76,3.0300,0.00,279.46,1.356060e-03
6376,33.1343,140.00,23.20,35.0000,24.3141,10.6859,600.0000,23.32,119.76,3.0300,0.00,279.45,1.356210e-03
6377,33.6914,140.00,23.12,35.0000,24.3141,10.6859,600.0000,23.12,119.76,3.0300,1.65,279.44,1.356360e-03
6378,33.8024,140.00,23.05,35.0000,24.3141,10.6859,600.0000,23.05,119.76,3.0300,0.00,279.43,1.356510e-03
6379,33.9596,140.00,23.14,35.0000,24.3141,10.6859,600.0000,23.11,119.76,3.0300,2.95,279.42,1.356660e-03
6380,33.8386,140.00,23.24,35.0000,24.3141,10.6859,600.0000,23.31,119.76,3.0300,0.00,279.41,1.356811e-03
6381,33.7184,140.00,23.69,35.0000,24.3141,10.6859,600.0000,23.63,119.76,3.0300,3.47,279.39,1.356961e-03
6382,33.7638,140.00,24.04,35.0000,24.3141,10.6859,600.0000,24.05,119.76,3.0300,0.00,279.38,1.357111e-03
6383,33.9906,140.00,24.56,35.0000,24.3141,10.6859,600.0000,24.53,119.76,3.0300,3.16,279.37,1.357261e-03
6384,33.2863,140.00,25.02,35.0000,24.3141,10.6859,600.0000,25.04,119.76,3.0300,0.00,279.36,1.357412e-03
6385,33.8460,140.00,25.54,35.0000,24.3141,10.6859,600.0000,25.56,119.76,3.0300,0.00,279.35,1.357562e-03
6386,33.2433,140.00,26.11,35.0000,24.3141,10.6859,600.0000,26.04,119.76,3.0300,3.54,279.33,1.357712e-03
6387,34.0972,140.00,26.55,35.0000,24.3141,10.6859,600.0000,26.46,119.76,3.0300,3.73,279.32,1.357862e-03
6388,33.4298,140.00,26.81,35.0000,24.3141,10.6859,600.0000,26.77,119.76,3.0300,3.14,279.31,1.358013e-03
6389,34.0866,140.00,26.99,35.0000,24.3141,10.6859,600.0000,26.97,119.76,3.0300,2.78,279.30,1.358163e-03
6390,33.3306,140.00,27.01,35.0000,24.3141,10.6859,600.0000,27.04,119.76,3.0300,0.00,279.29,1.358313e-03
6391,33.7800,140.00,26.99,35.0000,24.3141,10.6859,600.0000,26.97,119.76,3.0300,2.94,279.28,1.358463e-03
6392,33.9003,140.00,26.83,35.0000,24.3141,10.6859,600.0000,26.77,119.76,3.0300,3.48,279.26,1.358613e-03
6393,33.8419,140.00,26.53,35.0000,24.3141,10.6859,600.0000,26.45,119.76,3.0300,3.61,279.25,1.358764e-03
6394,33.3572,140.00,26.18,35.0000,24.3141,10.6859,600.0000,26.04,119.76,3.0300,4.02,279.24,1.358914e-03
6395,33.7184,140.00,25.48,35.0000,24.3141,10.6859,600.0000,25.56,119.76,3.0300,0.00,279.23,1.359064e-03
6396,33.8542,140.00,25.08,35.0000,24.3141,10.6859,600.0000,25.04,119.76,3.0300,3.28,279.22,1.359214e-03
6397,33.5911,140.00,24.52,35.0000,24.3141,10.6859,600.0000,24.52,119.76,3.0300,0.00,279.21,1.359365e-03
6398,33.5979,140.00,24.09,35.0000,24.3141,10.6859,600.0000,24.04,119.76,3.0300,3.39,279.19,1.359515e-03
6399,34.0514,140.00,23.62,35.0000,24.3141,10.6859,600.0000,23.62,119.76,3.0300,0.00,279.18,1.359665e-03
6400,33.5145,140.00,23.36,35.0000,24.3141,10.6859,600.0000,23.31,119.76,3.0300,3.36,279.17,1.359815e-03
6401,33.9003,140.00,23.09,35.0000,24.3141,10.6859,600.0000,23.10,119.76,3.0300,0.00,279.16,1.359965e-03
6402,33.4249,140.00,23.05,35.0000,24.3141,10.6859,600.0000,23.04,119.76,3.0300,2.70,279.15,1.360116e-03
6403,34.2644,140.00,23.07,35.0000,24.3141,10.6859,600.0000,23.10,119.76,3.0300,0.00,279.14,1.360266e-03
6404,34.3054,140.00,23.28,35.0000,24.3141,10.6859,600.0000,23.30,119.76,3.0300,0.00,279.12,1.360416e-03
6405,33.6171,140.00,23.54,35.0000,24.3141,10.6859,600.0000,23.62,119.76,3.0300,0.00,279.11,1.360566e-03
6406,33.6384,140.00,24.00,35.0000,24.3141,10.6859,600.0000,24.03,119.76,3.0300,0.00,279.10,1.360717e-03
6407,34.0803,140.00,24.55,35.0000,24.3141,10.6859,600.0000,24.52,119.76,3.0300,3.19,279.09,1.360867e-03
6408,34.2717,140.00,25.02,35.0000,24.3141,10.6859,600.0000,25.03,119.76,3.0300,0.00,279.08,1.361017e-03
6409,34.3046,140.00,25.60,35.0000,24.3141,10.6859,600.0000,25.55,119.76,3.0300,3.40,279.07,1.361167e-03
6410,33.5867,140.00,26.14,35.0000,24.3141,10.6859,600.0000,26.03,119.76,3.0300,3.81,279.05,1.361317e-03
6411,34.3102,140.00,26.45,35.0000,24.3141,10.6859,600.0000,26.45,119.76,3.0300,2.23,279.04,1.361468e-03
6412,34.5148,140.00,26.76,35.0000,24.3141,10.6859,600.0000,26.76,119.76,3.0300,0.00,279.03,1.361618e-03
6413,33.8942,140.00,26.99,35.0000,24.3141,10.6859,600.0000,26.96,119.76,3.0300,3.03,279.02,1.361768e-03
6414,33.6263,140.00,26.96,35.0000,24.3141,10.6859,600.0000,27.03,119.76,3.0300,0.00,279.01,1.361918e-03
6415,34.3657,140.00,26.99,35.0000,24.3141,10.6859,600.0000,26.96,119.76,3.0300,3.01,279.00,1.362069e-03
6416,34.5560,140.00,26.80,35.0000,24.3141,10.6859,600.0000,26.76,119.76,3.0300,3.19,278.98,1.362219e-03
6417,33.7491,140.00,26.41,35.0000,24.3141,10.6859,600.0000,26.44,119.76,3.0300,0.00,278.97,1.362369e-03
6418,34.3385,140.00,26.04,35.0000,24.3141,10.6859,600.0000,26.03,119.76,3.0300,2.72,278.96,1.362519e-03
6419,34.3125,140.00,25.51,35.0000,24.3141,10.6859,600.0000,25.55,119.76,3.0300,0.00,278.95,1.362669e-03
6420,34.0573,140.00,24.95,35.0000,24.3141,10.6859,600.0000,25.03,119.76,3.0300,0.00,278.94,1.362820e-03
6421,33.7094,140.00,24.48,35.0000,24.3141,10.6859,600.0000,24.51,119.76,3.0300,0.00,278.93,1.362970e-03
6422,33.9112,140.00,23.99,35.0000,24.3141,10.6859,600.0000,24.03,119.76,3.0300,0.00,278.91,1.363120e-03
6423,34.0649,140.00,23.66,35.0000,24.3141,10.6859,600.0000,23.61,119.76,3.0300,3.30,278.90,1.363270e-03
6424,33.7377,140.00,23.44,35.0000,24.3141,10.6859,600.0000,23.30,119.76,3.0300,4.09,278.89,1.363420e-03
6425,33.7802,140.00,23.20,35.0000,24.3141,10.6859,600.0000,23.10,119.76,3.0300,3.85,278.88,1.363571e-03
6426,33.7151,140.00,23.11,35.0000,24.3141,10.6859,600.0000,23.03,119.76,3.0300,3.70,278.87,1.363721e-03
6427,34.3125,140.00,23.11,35.0000,24.3141,10.6859,600.0000,23.09,119.76,3.0300,2.82,278.85,1.363871e-03
6428,33.8586,140.00,23.29,35.0000,24.3141,10.6859,600.0000,23.29,119.76,3.0300,0.00,278.84,1.364021e-03
6429,33.8292,140.00,23.67,35.0000,24.3141,10.6859,600.0000,23.61,119.76,3.0300,3.42,278.83,1.364172e-03
6430,34.5054,140.00,24.00,35.0000,24.3141,10.6859,600.0000,24.03,119.76,3.0300,0.00,278.82,1.364322e-03
6431,33.7867,140.00,24.54,35.0000,24.3141,10.6859,600.0000,24.51,119.76,3.0300,3.21,278.81,1.364472e-03
6432,34.7726,140.00,25.05,35.0000,24.3141,10.6859,600.0000,25.02,119.76,3.0300,3.04,278.80,1.364622e-03
6433,34.2838,140.00,25.53,35.0000,24.3141,10.6859,600.0000,25.54,119.76,3.0300,0.00,278.78,1.364772e-03
6434,34.4988,140.00,26.03,35.0000,24.3141,10.6859,600.0000,26.02,119.76,3.0300,2.53,278.77,1.364923e-03
6435,34.7666,140.00,26.49,35.0000,24.3141,10.6859,600.0000,26.44,119.76,3.0300,3.39,278.76,1.365073e-03
6436,34.0622,140.00,26.71,35.0000,24.3141,10.6859,600.0000,26.76,119.76,3.0300,0.00,278.75,1.365223e-03
6437,34.4864,140.00,26.94,35.0000,24.3141,10.6859,600.0000,26.95,119.76,3.0300,0.00,278.74,1.365373e-03
6438,34.3819,140.00,26.98,35.0000,24.3141,10.6859,600.0000,27.02,119.76,3.0300,0.00,278.73,1.365523e-03
6439,34.4221,140.00,26.94,35.0000,24.3141,10.6859,600.0000,26.95,119.76,3.0300,0.00,278.71,1.365674e-03
6440,33.9768,140.00,26.73,35.0000,24.3141,10.6859,600.0000,26.75,119.76,3.0300,0.00,278.70,1.365824e-03
6441,34.5230,140.00,26.39,35.0000,24.3141,10.6859,600.0000,26.44,119.76,3.0300,0.00,278.69,1.365974e-03
6442,34.3953,140.00,26.11,35.0000,24.3141,10.6859,600.0000,26.02,119.76,3.0300,3.69,278.68,1.366124e-03
6443,34.7608,140.00,25.56,35.0000,24.3141,10.6859,600.0000,25.54,119.76,3.0300,3.04,278.67,1.366275e-03
6444,34.6469,140.00,25.04,35.0000,24.3141,10.6859,600.0000,25.02,119.76,3.0300,2.87,278.66,1.366425e-03
